Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2011 Hyundai Elantra Sedan GLS PZEV,TRUE,Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs,2011,1,2,145,130,1.8,4 ,6,155,176,239,29,40,Gasoline,Hyundai,2011 Hyundai Elantra Sedan
2011 Hyundai Elantra Sedan GLS,TRUE,Hyundai 1.8L 4 Cylinder 148 hp 131 ft-lbs,2011,1,1,148,131,1.8,4 ,6,155,176,239,29,40,Gasoline,Hyundai,2011 Hyundai Elantra Sedan
2011 Hyundai Elantra Sedan Limited PZEV,TRUE,Hyundai 1.8L 4 Cylinder 145 hp 130 ft-lbs,2011,1,2,145,130,1.8,4 ,6,155,176,239,29,40,Gasoline,Hyundai,2011 Hyundai Elantra Sedan
2010 Hyundai Elantra Sedan SE,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,2,138,136,2.0,4 ,4,200,153,239,26,34,Gasoline,Hyundai,2010 Hyundai Elantra Sedan
2010 Hyundai Elantra Sedan GLS PZEV,TRUE,Hyundai 2.0L 4 cylinder 132hp 133 torque,2010,1,2,132,133,2.0,4 ,4,200,153,239,26,34,Gasoline,Hyundai,2010 Hyundai Elantra Sedan
2010 Hyundai Elantra Sedan Blue,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,1,138,136,2.0,4 ,5,200,153,239,25,34,Gasoline,Hyundai,2010 Hyundai Elantra Sedan
2010 Hyundai Elantra Sedan SE PZEV,TRUE,Hyundai 2.0L 4 cylinder 132hp 133 torque,2010,1,2,132,133,2.0,4 ,4,200,153,239,26,34,Gasoline,Hyundai,2010 Hyundai Elantra Sedan
2010 Hyundai Elantra Sedan GLS,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,2,138,136,2.0,4 ,4,200,153,239,26,34,Gasoline,Hyundai,2010 Hyundai Elantra Sedan
2012 Hyundai Elantra Touring GLS AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2012,1,2,138,136,2.0,4 ,4,238,133,229,23,30,Gasoline,Hyundai,2012 Hyundai Elantra Touring
2012 Hyundai Elantra Touring GLS,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2012,1,1,138,136,2.0,4 ,5,238,133,229,23,31,Gasoline,Hyundai,2012 Hyundai Elantra Touring
2012 Hyundai Elantra Touring SE,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2012,1,1,138,136,2.0,4 ,5,238,133,229,23,31,Gasoline,Hyundai,2012 Hyundai Elantra Touring
2012 Hyundai Elantra Touring SE AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2012,1,2,138,136,2.0,4 ,4,238,133,229,23,30,Gasoline,Hyundai,2012 Hyundai Elantra Touring
2011 Hyundai Elantra Touring GLS,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2011,1,1,138,136,2.0,4 ,5,238,123,229,23,31,Gasoline,Hyundai,2011 Hyundai Elantra Touring
2011 Hyundai Elantra Touring SE AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2011,1,2,138,136,2.0,4 ,4,238,123,229,23,30,Gasoline,Hyundai,2011 Hyundai Elantra Touring
2011 Hyundai Elantra Touring GLS AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2011,1,2,138,136,2.0,4 ,4,238,123,229,23,30,Gasoline,Hyundai,2011 Hyundai Elantra Touring
2011 Hyundai Elantra Touring SE,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2011,1,1,138,136,2.0,4 ,5,238,123,229,23,31,Gasoline,Hyundai,2011 Hyundai Elantra Touring
2010 Hyundai Elantra Touring GLS,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,1,138,136,2.0,4 ,5,238,123,229,23,31,Gasoline,Hyundai,2010 Hyundai Elantra Touring
2010 Hyundai Elantra Touring GLS AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,2,138,136,2.0,4 ,4,238,123,229,23,30,Gasoline,Hyundai,2010 Hyundai Elantra Touring
2010 Hyundai Elantra Touring SE,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,1,138,136,2.0,4 ,5,238,123,229,23,31,Gasoline,Hyundai,2010 Hyundai Elantra Touring
2010 Hyundai Elantra Touring SE AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2010,1,2,138,136,2.0,4 ,4,238,123,229,23,30,Gasoline,Hyundai,2010 Hyundai Elantra Touring
2009 Hyundai Elantra Touring,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2009,1,1,138,136,2.0,4 ,5,238,123,229,23,31,Gasoline,Hyundai,2009 Hyundai Elantra Touring
2009 Hyundai Elantra Touring AT,TRUE,Hyundai 2.0L 4 cylinder 138 hp 136 ft-lbs,2009,1,2,138,136,2.0,4 ,4,238,123,229,23,30,Gasoline,Hyundai,2009 Hyundai Elantra Touring
2011 Hyundai Equus Ultimate,TRUE,Hyundai 4.6L 8 Cylinder 385 hp 333 ft-lbs,2011,2,2,385,333,4.6,8 ,6,210,38,97,16,24,Gasoline,Hyundai,2011 Hyundai Equus
2011 Hyundai Equus Signature,TRUE,Hyundai 4.6L 8 Cylinder 385 hp 333 ft-lbs,2011,2,2,385,333,4.6,8 ,6,210,38,97,16,24,Gasoline,Hyundai,2011 Hyundai Equus
2012 Hyundai Genesis Sedan 4.6,TRUE,Hyundai 4.6L 8 Cylinder 385 hp 333 ft-lbs,2012,2,2,385,333,4.6,8 ,8,200,122,97,17,26,Gasoline,Hyundai,2012 Hyundai Genesis Sedan
2012 Hyundai Genesis Sedan 3.8,TRUE,Hyundai 3.8L 6 Cylinder 333 hp 291 ft-lbs,2012,2,2,333,291,3.8,6 ,8,195,122,97,19,29,Gasoline,Hyundai,2012 Hyundai Genesis Sedan
2012 Hyundai Genesis Sedan 5.0 R-Spec,TRUE,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,2012,2,2,429,376,5.0,8 ,8,200,122,97,17,26,Gasoline,Hyundai,2012 Hyundai Genesis Sedan
2011 Hyundai Genesis Sedan 3.8,TRUE,Hyundai 3.8L 6 cylinder 290hp 264 ft-lbs,2011,2,2,290,264,3.8,6 ,6,195,111,97,18,27,Gasoline,Hyundai,2011 Hyundai Genesis Sedan
2011 Hyundai Genesis Sedan 4.6,TRUE,Hyundai 4.6L 8 Cylinder 385 hp 333 ft-lbs,2011,2,2,385,333,4.6,8 ,6,200,111,97,17,25,Gasoline,Hyundai,2011 Hyundai Genesis Sedan
2010 Hyundai Genesis Sedan 4.6,TRUE,Hyundai 4.6L 8 cylinder 368hp 324 ft-lbs,2010,2,2,368,324,4.6,8 ,6,200,111,97,17,25,Gasoline,Hyundai,2010 Hyundai Genesis Sedan
2010 Hyundai Genesis Sedan 3.8,TRUE,Hyundai 3.8L 6 cylinder 290hp 264 ft-lbs,2010,2,2,290,264,3.8,6 ,6,195,111,97,18,27,Gasoline,Hyundai,2010 Hyundai Genesis Sedan
2012 Hyundai Genesis Coupe 2.0T,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2012,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 3.8 Track,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2012,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 3.8 Grand Touring,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2012,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 2.0T R-Spec,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2012,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 2.0T AT,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2012,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 3.8 R-Spec,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2012,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 3.8 Track AT,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2012,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2012 Hyundai Genesis Coupe 2.0T Premium,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2012,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2012 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 2.0T AT,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2011,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 2.0T,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2011,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 2.0T Premium,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2011,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 3.8 Grand Touring,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2011,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 3.8 R-Spec,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2011,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 2.0T R-Spec,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2011,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 3.8 Track,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2011,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2011 Hyundai Genesis Coupe 3.8 Track AT,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2011,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2011 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T Premium,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8 AT,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8 Track AT,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T R-Spec,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T Premium AT,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T Track,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,2,306,266,3.8,6 ,6,104,22,72,17,27,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8 Track,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T AT,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,2,210,223,2.0,4 ,5,104,22,72,20,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 3.8 Grand Touring,TRUE,Hyundai 3.8L 6 Cylinder 306 hp 266 ft-lbs,2010,2,1,306,266,3.8,6 ,6,104,22,72,17,26,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2010 Hyundai Genesis Coupe 2.0T,TRUE,Hyundai 2.0L 4 Cylinder 210 hp 223 ft-lbs Turbo,2010,2,1,210,223,2.0,4 ,6,104,22,72,21,30,Gasoline,Hyundai,2010 Hyundai Genesis Coupe
2011 Hyundai Santa Fe GLS AT,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2011,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe SE 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe Limited 3.5 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe SE,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe GLS AT 3,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2011,3,2,175,169,2.4,4 ,6,188,68,97,20,25,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe Limited 3.5,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe Limited,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2011,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe GLS,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2011,1,1,175,169,2.4,4 ,6,188,68,97,19,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe GLS 3.5 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2011 Hyundai Santa Fe GLS 3.5,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2011,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2011 Hyundai Santa Fe
2010 Hyundai Santa Fe SE,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2010,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe Limited 3.5 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2010,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe GLS AT 3,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2010,3,2,175,169,2.4,4 ,6,188,68,97,21,27,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe Limited,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2010,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe Limited 3.5,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2010,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe SE 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2010,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe GLS AT,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2010,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2010 Hyundai Santa Fe
2010 Hyundai Santa Fe GLS,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2010,1,1,175,169,2.4,4 ,6,188,68,97,19,26,Gasoline,Hyundai,2010 Hyundai Santa Fe
2012 Hyundai Sonata GLS,TRUE,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,2012,1,1,198,184,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata Limited PZEV,TRUE,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,2012,1,2,190,179,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata SE,TRUE,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,2012,1,2,200,186,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata GLS PZEV,TRUE,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,2012,1,2,190,179,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata GLS AT,TRUE,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,2012,1,2,198,184,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata SE Turbo,TRUE,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,2012,1,2,274,269,2.0,4 ,6,190,212,41,22,34,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata Limited,TRUE,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,2012,1,2,198,184,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2012 Hyundai Sonata
2012 Hyundai Sonata Limited Turbo,TRUE,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,2012,1,2,274,269,2.0,4 ,6,190,212,41,22,34,Gasoline,Hyundai,2012 Hyundai Sonata
2011 Hyundai Sonata Limited,TRUE,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,2011,1,2,200,186,2.4,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata Limited Turbo,TRUE,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,2011,1,2,274,269,2.0,4 ,6,190,212,41,22,33,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata GLS AT,TRUE,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,2011,1,2,198,184,2.4,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata GLS,TRUE,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,2011,1,1,198,184,2.4,4 ,6,190,212,41,24,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata SE Turbo,TRUE,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,2011,1,2,274,269,2.0,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata Limited PZEV,TRUE,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,2011,1,2,190,179,2.4,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata GLS PZEV,TRUE,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,2011,1,2,190,179,2.4,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2011 Hyundai Sonata SE,TRUE,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,2011,1,2,200,186,2.4,4 ,6,190,212,41,22,35,Gasoline,Hyundai,2011 Hyundai Sonata
2010 Hyundai Sonata GLS AT,TRUE,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,2010,1,2,175,168,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata GLS,TRUE,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,2010,1,1,175,168,2.4,4 ,5,193,190,39,21,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata GLS PZEV,TRUE,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,2010,1,2,168,163,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata SE PZEV,TRUE,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,2010,1,2,168,163,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata SE,TRUE,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,2010,1,2,175,168,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata Limited,TRUE,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,2010,1,2,175,168,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata Limited PZEV,TRUE,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,2010,1,2,168,163,2.4,4 ,5,193,190,39,22,32,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata Limited V6,TRUE,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,2010,1,2,249,229,3.3,6 ,5,193,190,39,19,29,Gasoline,Hyundai,2010 Hyundai Sonata
2010 Hyundai Sonata SE V6,TRUE,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,2010,1,2,249,229,3.3,6 ,5,193,190,39,19,29,Gasoline,Hyundai,2010 Hyundai Sonata
2011 Hyundai Veracruz GLS,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2011,1,2,260,257,3.8,6 ,6,13,233,153,17,22,Gasoline,Hyundai,2011 Hyundai Veracruz
2011 Hyundai Veracruz Limited,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2011,1,2,260,257,3.8,6 ,6,13,233,153,17,22,Gasoline,Hyundai,2011 Hyundai Veracruz
2011 Hyundai Veracruz GLS 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2011,3,2,260,257,3.8,6 ,6,13,233,153,16,21,Gasoline,Hyundai,2011 Hyundai Veracruz
2011 Hyundai Veracruz Limited 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2011,3,2,260,257,3.8,6 ,6,13,233,153,16,21,Gasoline,Hyundai,2011 Hyundai Veracruz
2010 Hyundai Veracruz GLS 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2010,3,2,260,257,3.8,6 ,6,13,233,153,16,22,Gasoline,Hyundai,2010 Hyundai Veracruz
2010 Hyundai Veracruz GLS,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2010,1,2,260,257,3.8,6 ,6,13,233,153,17,23,Gasoline,Hyundai,2010 Hyundai Veracruz
2010 Hyundai Veracruz Limited 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2010,3,2,260,257,3.8,6 ,6,13,233,153,16,22,Gasoline,Hyundai,2010 Hyundai Veracruz
2010 Hyundai Veracruz Limited,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2010,1,2,260,257,3.8,6 ,6,13,233,153,17,23,Gasoline,Hyundai,2010 Hyundai Veracruz
2011 Hyundai Sonata Hybrid,TRUE,Hyundai 2.4L 4 Cylinder 166 hp 154 ft-lbs Hybrid,2011,1,2,166,154,2.4,4 ,6,185,212,41,35,40,Gasoline,Hyundai,2011 Hyundai Sonata Hybrid
2012 Hyundai Tucson GL AT,TRUE,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,2012,1,2,165,146,2.0,4 ,6,120,47,29,23,31,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson GLS,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2012,1,2,176,168,2.4,4 ,6,148,47,29,22,32,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson Limited 3,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2012,3,2,170,163,2.4,4 ,6,120,47,29,21,28,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson Limited,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2012,1,2,176,168,2.4,4 ,6,120,47,29,22,32,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson Limited PZEV 3,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2012,3,2,170,163,2.4,4 ,6,120,47,29,21,28,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson Limited PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2012,1,2,170,163,2.4,4 ,6,120,47,29,22,32,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson GL,TRUE,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,2012,1,1,165,146,2.0,4 ,5,120,47,29,20,27,Gasoline,Hyundai,2012 Hyundai Tucson
